,Battid,Discharged_ID,Charged_ID,Reduced_Cell_Formula,Type,Spacegroup,Average_Voltage,Capacity_Grav,Capacity_Vol,Specific_E_Wh/kg,E Density Wh/l,Stability Charge,Stability Discharge,P_vol,Sn_vol,As_vol,N_vol,V_vol,Mo_vol,Mn_vol,Ni_vol,Bi_vol,Te_vol,Fe_vol,Ti_vol,Nb_vol,S_vol,Ge_vol,F_vol,Ta_vol,Sb_vol,Cr_vol,Si_vol,Co_vol,Mg_vol,W_vol,Sr_vol,Se_vol,Pr_vol,Ba_vol,O_vol,Cu_vol,P_vol_dis,Sn_vol_dis,As_vol_dis,N_vol_dis,V_vol_dis,Mo_vol_dis,Mn_vol_dis,Ni_vol_dis,Bi_vol_dis,Te_vol_dis,Fe_vol_dis,Ti_vol_dis,Nb_vol_dis,S_vol_dis,Ge_vol_dis,F_vol_dis,Ta_vol_dis,Sb_vol_dis,Cr_vol_dis,Si_vol_dis,Co_vol_dis,Mg_vol_dis,W_vol_dis,Sr_vol_dis,Se_vol_dis,Pr_vol_dis,Ba_vol_dis,O_vol_dis,Cu_vol_dis,helvol,geomvol,helvol_dis,geomvol_dis,energy,energy_per_atom,volume,formation_energy_per_atom,nsites,band_gap,density,total_magnetization,elasticity,energy_dis,energy_per_atom_dis,volume_dis,formation_energy_per_atom_dis,nsites_dis,band_gap_dis,density_dis,total_magnetization_dis,elasticity_dis,elneg_r2.0,diselneg_r2.0,elneg_r2.25,diselneg_r2.25,elneg_r2.5,diselneg_r2.5,elneg_r2.75,diselneg_r2.75,elneg_r3.0,diselneg_r3.0,elneg_r3.25,diselneg_r3.25,elneg_r3.5,diselneg_r3.5,elneg_r3.75,diselneg_r3.75,elneg_r4.0,diselneg_r4.0,elneg_r4.25,diselneg_r4.25,elneg_r4.5,diselneg_r4.5,elneg_r4.75,diselneg_r4.75,elneg_r5.0,diselneg_r5.0,elneg_r5.25,diselneg_r5.25,elneg_r5.5,diselneg_r5.5,elneg_r5.75,diselneg_r5.75,elneg_r6.0,diselneg_r6.0,elneg_r6.25,diselneg_r6.25,elneg_r6.5,diselneg_r6.5,elneg_r6.75,diselneg_r6.75,elneg_r7.0,diselneg_r7.0,elneg_r7.25,diselneg_r7.25,elneg_r7.5,diselneg_r7.5,elneg_r7.75,diselneg_r7.75,elneg_r8.0,diselneg_r8.0,elneg_r8.25,diselneg_r8.25,elneg_r8.5,diselneg_r8.5,elneg_r8.75,diselneg_r8.75,elneg_r9.0,diselneg_r9.0,elneg_r9.25,diselneg_r9.25,elneg_r9.5,diselneg_r9.5,elneg_r9.75,diselneg_r9.75,elneg_r10.0,diselneg_r10.0,elneg_r10.25,diselneg_r10.25,elneg_r10.5,diselneg_r10.5,elneg_r10.75,diselneg_r10.75,elneg_r11.0,diselneg_r11.0,elneg_r11.25,diselneg_r11.25,elneg_r11.5,diselneg_r11.5,elneg_r11.75,diselneg_r11.75,elneg_r12.0,diselneg_r12.0,elneg_r12.25,diselneg_r12.25,elneg_r12.5,diselneg_r12.5,elneg_r12.75,diselneg_r12.75,elneg_r13.0,diselneg_r13.0,elneg_r13.25,diselneg_r13.25,elneg_r13.5,diselneg_r13.5,elneg_r13.75,diselneg_r13.75,elneg_r14.0,diselneg_r14.0,elneg_r14.25,diselneg_r14.25,elneg_r14.5,diselneg_r14.5,elneg_r14.75,diselneg_r14.75,elneg_r15.0,diselneg_r15.0
280,mvc-1200000794,mp-1042710,mp-1043379,Mg0 –0.5Cr2O3,intercalation,Cmcm,1.77,163,773,290,1372,0.29,0.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.41215554371364,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.61823331557046,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.55070042175025,0.0,0.0,8.637675105437562,0.0,0.0,0.0,0.0,0.0,51.82605063262538,0.0,236.455,222.144,235.34,219.967,-163.34926224,-7.4249664654545455,231.54378644561038,-2.1978230188636356,22,0.0,4.708667812216877,13.97569135,4.708667812216877,-153.02260889,-7.651130444500001,232.47599209057475,-2.0617061492499986,20,0.5851000000000002,4.342573022454449,5.983242025,4.342573022454449,0.142996,0.285141,0.11077999999999999,0.24507800000000002,0.081938,0.031717,0.233952,0.15338800000000002,0.468213,0.49131400000000003,0.28321799999999997,0.212734,0.062002999999999996,0.13755599999999998,0.19983299999999998,0.12548499999999999,0.15831099999999998,0.114571,0.146825,0.174371,0.028722,0.090783,0.178481,0.24112600000000003,0.227383,0.23211500000000002,0.172455,0.189942,0.13365,0.120959,0.177627,0.040147,0.002833,0.096581,0.09097999999999999,0.070281,0.212013,0.163681,0.130609,0.23265,0.176081,0.162699,0.17272200000000001,0.10909200000000001,0.099224,0.082526,0.10013899999999999,0.15498,0.177056,0.036075,0.030402999999999996,0.004999,0.0015539999999999998,5e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
281,mvc-1200000899,mp-1043960,mp-1040952,Mg0 –1TiP2O7,intercalation,P21/c,1.22,218,693,265,843,0.14,0.19,14.40472609688914,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.202363048444568,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.416541339111994,0.0,15.54397456815494,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.771987284077469,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.771987284077469,0.0,0.0,0.0,0.0,0.0,54.40391098854229,0.0,1888.636,537.191,2054.095,490.161,-323.3410469,-7.348660156818181,514.6688811746811,-2.8074132077002165,44,0.07259999999999955,3.176287658282099,2.0070492,3.176287658282099,-307.48191376,-7.6870478439999985,555.3732813932289,-2.8521096959702383,40,2.4134,2.6528082269500373,0.0,2.6528082269500373,0.012613,0.042304,0.011742,0.071158,0.336989,0.270861,0.197163,0.136764,0.132225,0.32795799999999997,0.191584,0.215545,0.23942600000000003,0.302971,0.384736,0.288902,0.327449,0.332548,0.285398,0.339235,0.35968,0.300614,0.298104,0.331504,0.34499,0.213288,0.296205,0.21393800000000002,0.21740700000000002,0.181229,0.082082,0.175629,0.15032,0.065295,0.086024,0.043200999999999996,0.008279,0.042425,0.024253,0.078922,0.013182,0.014079,0.000149,0.010043,0.0,0.0015710000000000001,0.0,1.6e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
282,mvc-1200002307,mp-1045889,mp-1045826,Mg0 –2Cr9O13,intercalation,C2/m,1.77,148,701,262,1241,0.28,0.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.070766151404484,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.65777332980648,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.06083030991972,0.0,0.0,7.7912956244266045,0.0,0.0,0.0,0.0,0.0,50.64342155877293,0.0,260.1,245.554,295.9790000000001,248.918,-178.70364845,-7.445985352083333,256.6967159774776,-2.160397951927083,24,0.0,4.687134200638348,31.8484598,4.687134200638348,-168.40479329,-7.654763331363636,256.623991650082,-2.0345166184659083,22,0.6852999999999998,4.373921341873982,27.9255531,4.373921341873982,0.132977,0.220613,0.129657,0.208961,0.0611,0.041867,0.287099,0.199504,0.34170900000000004,0.40331,0.25316900000000003,0.193244,0.052976,0.102383,0.152548,0.119868,0.147569,0.10305,0.07169600000000001,0.129521,0.027566000000000004,0.067013,0.18216400000000002,0.20834899999999998,0.249315,0.18770799999999999,0.179498,0.201481,0.138355,0.138908,0.15645,0.067062,0.012513,0.067347,0.084865,0.040989,0.15772,0.15247,0.121093,0.132089,0.09318,0.17160999999999998,0.170259,0.13993599999999998,0.147702,0.139475,0.219032,0.219151,0.238394,0.199674,0.11910699999999999,0.103951,0.059047,0.034497,0.013082,0.005957,0.000157,1.1e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
283,mvc-1200009157,mp-1044208,mp-714883,Mg0 –0.25MoO2,intercalation,R3m,1.7,100,506,170,860,0.23,0.2,0.0,0.0,0.0,0.0,0.0,24.03711930645521,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.074238612910406,0.0,0.0,0.0,0.0,0.0,0.0,22.538497420209108,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.634624355052277,0.0,0.0,0.0,0.0,0.0,45.076994840418216,0.0,42.497,72.111,143.683,165.97099999999998,-90.98769632,-6.999053563076923,177.4741201875066,-2.0147758284615387,13,0.0,5.015654614598115,9.9988222,5.015654614598115,-43.11437296,-7.185728826666666,83.20464588545337,-1.9197891941666658,3,0.7749000000000001,5.106622830249772,1.0000018,5.106622830249772,0.9667,0.513476,0.709036,0.744692,0.195302,0.100266,1.212801,0.43351300000000004,0.05417,0.797103,0.8283739999999999,0.101619,0.033614,0.034082,3e-06,0.172548,0.0,0.181713,0.0,0.008906,0.0,0.016649,0.0,0.0017850000000000001,0.0,0.306753,0.0,0.285754,0.0,0.016967,0.0,3e-06,0.0,0.0,0.0,0.0,0.0,0.0009660000000000001,0.0,0.067352,0.0,0.087137,0.0,0.12830899999999998,0.0,0.000407,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
284,mvc-1200000484,mp-1046893,mp-1047467,MgBa(BiO2)4,intercalation,P31m,2.89,48,353,138,1020,0.29,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.183688768308116,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.545922192077029,28.36737753661623,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.818532483358311,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.9546331208395777,0.0,0.0,0.0,0.0,3.9546331208395777,31.637064966716622,0.0,328.097,250.679,297.658,224.772,-79.01421991,-5.643872850714287,252.8679575180662,-1.8590291571428565,14,0.6147999999999998,7.391279394075142,0.0,7.391279394075142,-71.67757475,-5.513659596153847,282.0140843006621,-1.561084461538462,13,0.0,6.484280127330003,3.3799999999999995e-05,6.484280127330003,0.212515,0.10106699999999999,0.455847,0.660693,0.003974,0.060291,0.093414,0.053282,0.986591,0.247758,0.02274,1.208117,0.073591,0.23084000000000002,0.587947,0.529948,0.162761,0.637034,1.297872,0.173405,0.059104,0.0014730000000000001,2.5e-05,0.026435000000000004,0.014756,0.023062,0.028756999999999998,0.046123000000000004,0.00010800000000000001,0.00047000000000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
285,mvc-1200003728,mvc-3728,mvc-12580,Mg0 –1MnO2,intercalation,P1,1.96,482,1716,945,3363,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,26.414865736199822,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.6037164340499555,0.0,0.0,0.0,0.0,0.0,52.829731472399644,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.274912305566573,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.274912305566573,0.0,0.0,0.0,0.0,0.0,38.54982461113315,0.0,152.02200000000005,141.965,237.344,198.877,-107.56221096,-6.722638185,207.52364195425176,-2.335335708365,16,0.7912000000000003,3.560489296826244,4.9999997,3.560489296826244,-91.38145442,-7.0293426476923075,151.42988194402463,-1.9998168979876918,13,0.0,4.0798255534748735,14.000000699999998,4.0798255534748735,0.178348,0.268231,0.14081400000000002,0.317281,0.20930300000000002,0.019523,1.036208,0.12433599999999999,0.6218,0.558531,0.305263,0.22457,0.390798,0.5559350000000001,0.374343,0.43351000000000006,0.413605,0.364663,0.128381,0.40008,0.1268,0.20904099999999998,0.07359600000000001,0.116578,0.00074,0.047539,0.0,0.034358,0.0,0.086998,0.0,0.21495999999999998,0.0,0.023771,0.0,9.4e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
286,mvc-1200003728,mvc-3728,mvc-12580,Mg0.25 –1MnO2,intercalation,P1,1.9,361,1287,687,2445,0.12,0.2,0.0,0.0,0.0,0.0,0.0,0.0,26.414865736199822,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.6037164340499555,0.0,0.0,0.0,0.0,0.0,52.829731472399644,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.274912305566573,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.274912305566573,0.0,0.0,0.0,0.0,0.0,38.54982461113315,0.0,152.02200000000005,141.965,237.344,198.877,-107.56221096,-6.722638185,207.52364195425176,-2.335335708365,16,0.7912000000000003,3.560489296826244,4.9999997,3.560489296826244,-91.38145442,-7.0293426476923075,151.42988194402463,-1.9998168979876918,13,0.0,4.0798255534748735,14.000000699999998,4.0798255534748735,0.178348,0.268231,0.14081400000000002,0.317281,0.20930300000000002,0.019523,1.036208,0.12433599999999999,0.6218,0.558531,0.305263,0.22457,0.390798,0.5559350000000001,0.374343,0.43351000000000006,0.413605,0.364663,0.128381,0.40008,0.1268,0.20904099999999998,0.07359600000000001,0.116578,0.00074,0.047539,0.0,0.034358,0.0,0.086998,0.0,0.21495999999999998,0.0,0.023771,0.0,9.4e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
287,mvc-1200007725,mp-1042617,mp-1042672,Mg0 –1CoBi2O7,intercalation,P21/c,3.24,87,588,283,1902,0.22,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.45856951545346,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.22928475772673,0.0,0.0,0.0,0.0,0.0,0.0,43.6049933040871,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.119453122323954,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.559726561161977,6.559726561161977,0.0,0.0,0.0,0.0,0.0,45.91808592813384,0.0,18079.842,1266.816,25179.014,1196.937,-486.96321244,-5.533672868636364,1219.5630298624667,-1.5091742685227274,88,0.0,6.679335934524847,0.0004166125,6.679335934524847,-422.4311614,-5.2803895175,1284.2565898238793,-1.013874553374999,80,0.0,6.091458685770579,1.94474545,6.091458685770579,0.021174000000000002,0.025896,0.071751,0.06590599999999999,0.074882,0.068484,0.11368800000000001,0.122807,0.058925,0.10253699999999999,0.097567,0.078218,0.140172,0.11471700000000001,0.13961199999999999,0.125573,0.10472200000000001,0.158528,0.156936,0.14695999999999998,0.138035,0.173146,0.138901,0.177342,0.198256,0.18773499999999999,0.222611,0.23030799999999998,0.18574100000000002,0.211238,0.14418,0.21183000000000002,0.14346,0.15854200000000002,0.118227,0.190968,0.12033599999999998,0.15586,0.162358,0.16961600000000002,0.15615,0.22163200000000002,0.151585,0.191401,0.157118,0.16528199999999998,0.107294,0.111702,0.155101,0.11802699999999999,0.12315799999999999,0.08405599999999999,0.12935,0.058499,0.126194,0.070783,0.12376500000000001,0.058311,0.080464,0.029962,0.07181699999999999,0.006571,0.020802,0.006234,0.017303,0.000973,0.016897,0.00035299999999999996,0.011207,0.0,0.000261,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
288,mvc-1200008339,mp-1043159,mp-1043300,Mg0 –1Cr2O5,intercalation,Cmcm,3.16,257,852,812,2689,0.24,0.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.021887662667037,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.55471915666757,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.09410685963553,0.0,0.0,9.547053429817764,0.0,0.0,0.0,0.0,0.0,47.735267149088834,0.0,225.462,220.75,210.593,195.911,-110.46473852,-6.9040461575,209.4887197083777,None,16,0.0,3.302141054535604,3.99999385,3.302141054535604,-96.43030722,-6.887879087142857,234.99156376016583,None,14,0.6394000000000001,2.60027419409988,2.00075585,2.60027419409988,0.000184,0.12604200000000002,0.071275,0.091305,0.10155800000000001,0.202901,0.860617,0.304816,0.42157,0.545449,0.09295700000000001,0.291495,0.341808,0.20797800000000002,0.088253,0.299265,0.305297,0.252379,0.21170999999999998,0.379877,0.282147,0.21088800000000002,0.250795,0.035632,0.04885,0.20686100000000002,0.135502,0.194421,0.264979,0.16228,0.3029,0.138181,0.090831,0.326639,0.10315099999999999,0.023584,0.025604000000000002,7.000000000000001e-06,1.2e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
289,mvc-1200007718,mp-1042566,mp-1042609,Mg0 –1CoSb2O7,intercalation,P21/c,3.66,122,593,447,2170,0.33,0.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.99902679258856,0.0,0.0,6.99951339629428,0.0,0.0,0.0,0.0,0.0,0.0,48.99659377405996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.310729179531169,0.0,0.0,6.655364589765584,6.655364589765584,0.0,0.0,0.0,0.0,0.0,46.5875521283591,0.0,14939.956,1125.027,20283.84,1176.02,-523.61936155,-5.9502200176136375,1202.0378285965212,-1.8839911738636366,88,0.6067,4.848886584570328,2.9988072875,4.848886584570328,-457.96344355,-5.724543044375,1142.9365938831406,-1.4121248122499992,80,0.7201,4.8171262690824665,3.970640325,4.8171262690824665,0.045302999999999996,0.044868,0.03441,0.021784,0.073391,0.037737,0.10001399999999999,0.064785,0.134034,0.157125,0.12238900000000001,0.176689,0.101542,0.10001399999999999,0.13582,0.092583,0.16734200000000002,0.10881099999999999,0.168327,0.13755499999999998,0.163127,0.21730500000000003,0.176643,0.20626599999999998,0.213763,0.20703000000000002,0.232609,0.152078,0.21350999999999998,0.170757,0.1793,0.206848,0.22183200000000003,0.225879,0.17361300000000002,0.173415,0.165884,0.175401,0.17164000000000001,0.161589,0.152908,0.178757,0.177546,0.176316,0.132697,0.167055,0.118677,0.165302,0.12846,0.113166,0.10923,0.097761,0.07567,0.087573,0.033308,0.050086,0.027061,0.033979,0.0313,0.046789,0.006218,0.022465,0.008231,0.015731000000000002,0.0035369999999999998,0.0043939999999999995,0.000665,0.001898,0.0,0.00020800000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
290,mvc-1200005754,mvc-5754,mvc-5760,Mg0 –0.5BiO2,intercalation,Pmnb,2.31,106,854,244,1970,0.08,0.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.198348302458978,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.39669660491796,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.1999034146508,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.599951707325397,0.0,0.0,0.0,0.0,0.0,38.3998068293016,0.0,900.175,418.434,957.137,396.607,-157.11645336,-5.611301905714287,416.6687627134349,-1.8493338335714284,28,2.1528,8.070392747932573,0.0,8.070392747932573,-132.30076304,-5.512531793333332,439.60033443908935,-1.3909582024999996,24,0.41510000000000025,7.282166787949303,0.0,7.282166787949303,0.049112,0.037682,0.23003600000000002,0.192071,0.069708,0.063819,0.15695499999999998,0.139279,0.189841,0.347491,0.23138699999999998,0.176213,0.147394,0.26447,0.08021,0.143626,0.243894,0.08267999999999999,0.260963,0.125627,0.099989,0.251737,0.139619,0.354577,0.238801,0.28675100000000003,0.433007,0.308004,0.300454,0.33117199999999997,0.22653299999999998,0.154102,0.23033499999999998,0.146303,0.190685,0.19630999999999998,0.08592899999999999,0.11205799999999999,0.07749199999999999,0.061374,0.12076600000000001,0.048888,0.055527,0.032296,0.10666099999999999,0.08375,0.034415,0.059038,0.000288,0.000685,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
291,mvc-1200009831,mp-1044887,mp-1044869,Mg0 –0.5SbO2,intercalation,P1,1.89,162,796,305,1505,0.17,0.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.8887688248926,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.7775376497852,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.865962410662394,0.0,0.0,0.0,8.932981205331197,0.0,0.0,0.0,0.0,0.0,35.73192482132479,0.0,1878.641,637.094,2034.622,649.5840000000002,-243.9243751,-5.807723216666666,671.6682664035164,-1.9801790473809515,42,1.7496,4.922111785373034,0.0,4.922111785373034,-211.78720552,-5.88297793111111,670.8119556725304,-1.6848988936111111,36,1.8265,4.567405001973921,0.0,4.567405001973921,0.127641,0.12976500000000002,0.053926,0.074932,0.044297,0.044029,0.20684899999999998,0.13233699999999998,0.346432,0.20793499999999998,0.136579,0.15246400000000002,0.080986,0.11955999999999999,0.11606199999999998,0.11296600000000001,0.164406,0.12138499999999999,0.10641500000000001,0.149123,0.087861,0.103344,0.09646,0.11338599999999999,0.166206,0.08916,0.16088,0.085359,0.140955,0.127615,0.10286600000000001,0.146377,0.137879,0.10294400000000001,0.158856,0.079808,0.12212200000000001,0.08379600000000001,0.149912,0.136623,0.132349,0.10583900000000002,0.087975,0.094932,0.09517,0.10974,0.142547,0.10264000000000001,0.108298,0.10735399999999999,0.090034,0.082438,0.081113,0.130999,0.078026,0.11106400000000001,0.102039,0.10298199999999999,0.070136,0.070742,0.06863,0.090433,0.0614,0.053325,0.023324,0.052574,0.026766,0.07323099999999999,0.009931,0.050276,0.030820999999999998,0.050286000000000004,0.020097999999999998,0.053011,0.043497,0.034518,0.006142,0.021656,0.000585,0.039304,0.008095,0.034709,0.001164,0.041524,0.004234,0.031363999999999996,3.8e-05,0.009742,0.0,0.007228,0.0,0.0041270000000000005,0.0,0.001243,0.0,0.004553,0.0,0.0071920000000000005,0.0,0.00011399999999999999,0.0,0.000528,0.0,0.007232,0.0,0.00019099999999999998
