Battid,Discharged_ID,Charged_ID,Reduced_Cell_Formula,Type,Spacegroup,Average_Voltage,Capacity_Grav,Capacity_Vol,Specific_E_Wh/kg,E Density Wh/l,Stability Charge,Stability Discharge,Co_vol,Cl_vol,H_vol,Zr_vol,U_vol,Pr_vol,Sr_vol,Cs_vol,V_vol,Ta_vol,Ga_vol,Re_vol,Se_vol,Bi_vol,Nb_vol,C_vol,Ge_vol,P_vol,As_vol,Mn_vol,Fe_vol,Y_vol,O_vol,Ca_vol,Rb_vol,Zn_vol,Sc_vol,Pt_vol,La_vol,Sb_vol,Ti_vol,Au_vol,K_vol,Ni_vol,Mg_vol,Al_vol,Mo_vol,Na_vol,Te_vol,In_vol,Sn_vol,Pd_vol,Tl_vol,F_vol,Ba_vol,Cr_vol,S_vol,Cu_vol,B_vol,Li_vol,Si_vol,Nd_vol,W_vol,Co_vol_dis,Cl_vol_dis,H_vol_dis,Zr_vol_dis,U_vol_dis,Pr_vol_dis,Sr_vol_dis,Cs_vol_dis,V_vol_dis,Ta_vol_dis,Ga_vol_dis,Re_vol_dis,Se_vol_dis,Bi_vol_dis,Nb_vol_dis,C_vol_dis,Ge_vol_dis,P_vol_dis,As_vol_dis,Mn_vol_dis,Fe_vol_dis,Y_vol_dis,O_vol_dis,Ca_vol_dis,Rb_vol_dis,Zn_vol_dis,Sc_vol_dis,Pt_vol_dis,La_vol_dis,Sb_vol_dis,Ti_vol_dis,Au_vol_dis,K_vol_dis,Ni_vol_dis,Mg_vol_dis,Al_vol_dis,Mo_vol_dis,Na_vol_dis,Te_vol_dis,In_vol_dis,Sn_vol_dis,Pd_vol_dis,Tl_vol_dis,F_vol_dis,Ba_vol_dis,Cr_vol_dis,S_vol_dis,Cu_vol_dis,B_vol_dis,Li_vol_dis,Si_vol_dis,Nd_vol_dis,W_vol_dis
mp-300764697,mp-757350,mp-752498,VOF5,intercalation,Imm2,3.4568936000000012,146.65179074082718,346.18454814463547,506.9596368405049,1196.7231489000826,0.026915488518520547,0.09502768602380927,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.948067217747704,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.948067217747704,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.74033608873852,0.0,0.0,0.0,0.0,0.0,15.896134435495409,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.778570730253364,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.778570730253364,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.89285365126682,0.0,0.0,0.0,0.0,0.0,23.33571219076009,0.0,0.0,0.0
mp-300540417,mp-26817,mp-26818,VP2O7,intercalation,P2_1/c,3.4425247149999985,115.61042634266748,343.7750890581624,397.99174999631964,1183.4542404840495,0.00046956524999863797,0.030227584318182288,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.5493226901577675,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.098645380315535,0.0,0.0,0.0,0.0,52.845258831104374,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.7244315492118325,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.448863098423665,0.0,0.0,0.0,0.0,54.071020844482824,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.7244315492118325,0.0,0.0,0.0
mp-300769813,mp-781608,mp-850920,MnBO3,intercalation,P-1,3.408993014999996,166.5540149532388,518.9871891808997,567.781473595796,1769.2237027921685,0.09710894597883346,0.06729477000000017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.180529305720537,0.0,0.0,48.541587917161614,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.180529305720537,4.045132326430134,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.11262049507775,0.0,0.0,48.33786148523325,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.11262049507775,8.056310247538875,0.0,0.0,0.0
mp-300770573,mp-768106,mp-774297,MnV(PO4)3,intercalation,P1,3.4206880100000143,64.03295595363353,180.92348309354438,219.03676467545318,618.8827893455275,0.035066846312500566,0.027956244285713968,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.215574058036989,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.646722174110966,0.0,4.215574058036989,0.0,0.0,50.586888696443864,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.646722174110966,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.065248196516716,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.195744589550147,0.0,4.065248196516716,0.0,0.0,48.78297835820059,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.260992786066865,0.0,0.0,0.0
mp-300769902,mp-754314,mp-775015,Cr3NiO8,intercalation,R-3m,3.499303245000001,144.7004493827771,612.241506137321,506.35075207811025,2142.418689150016,0.06972692595238161,0.014699931250000018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.58721625075818,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.948402031344773,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.845206094034317,0.0,0.0,0.0,13.896804062689545,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.02687956478393,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.878359945597992,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.635079836793974,0.0,0.0,0.0,27.513439782391966,0.0,0.0,0.0
mp-300781184,mp-780778,mp-778008,Mn7(P2O7)4,intercalation,C222_1,3.4789924174999887,48.987302170693816,164.65299861240996,170.42645280562454,572.8265336912104,0.0,0.014295765027778629,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.45453032015105,0.0,13.52271403013217,0.0,0.0,54.09085612052868,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.798638500986334,0.0,12.94880868836304,0.0,0.0,51.79523475345216,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.6996596252465834,0.0,0.0,0.0
mp-300652866,mp-560465,mp-775539,K11Mn4O16,intercalation,I-42m,3.4147635399999894,29.36296404160532,78.75536398168089,100.26757903560456,268.93094550407227,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.115768328364744,0.0,0.0,28.463073313458978,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.568362903003045,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.078353697778651,0.0,0.0,28.313414791114603,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.46547266889129,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7695884244446627,0.0,0.0,0.0
mp-300019017,mp-19017,mp-632692,FePO4,intercalation,Pnma,3.4716818933333338,127.4178999165195,441.6562686173297,442.3544160267398,1533.2900708359464,0.023132157333331627,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.618483753834587,0.0,0.0,13.618483753834587,0.0,54.47393501533835,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.4046209384586468,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.226488157549399,0.0,0.0,13.226488157549399,0.0,52.905952630197596,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.226488157549399,0.0,0.0,0.0
mp-300684470,mp-684470,mp-673029,Sn2P5O16,intercalation,P2/c,3.4756932675,80.11177350581521,241.59494486633736,278.4439518216467,839.7099233339626,0.08670690501736099,0.03651045855769297,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.052575880023666,0.0,0.0,0.0,0.0,44.96824281607573,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.621030352009466,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.810515176004733,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.571253951009053,0.0,0.0,0.0,0.0,43.42801264322897,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.428501580403621,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.142752370605432,0.0,0.0,0.0
mp-300705340,mp-705340,mp-26524,VP2O7,intercalation,P2_1/c,3.4540653774999948,115.61042634266748,339.8551010715521,399.32597090822105,1173.8817379780096,0.003507875999998689,0.031940533863637384,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.627891626617061,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.255783253234123,0.0,0.0,0.0,0.0,53.395241386319434,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.63635163929381,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.27270327858762,0.0,0.0,0.0,0.0,53.45446147505667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.63635163929381,0.0,0.0,0.0
mp-300765750,mp-765750,mp-780315,Cr2Fe3O10,intercalation,P-1,3.504356840000008,57.48600647042185,238.047126700863,201.4514799789075,834.2020766965178,0.060198816725145925,0.0354573867500001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.153484920323773,0.0,53.84494973441257,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.768989946882515,0.0,0.0,0.0,21.53797989376503,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.046352346748503,0.0,53.487841155828335,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.697568231165667,0.0,0.0,0.0,26.743920577914167,0.0,0.0,0.0
mp-300774918,mp-774918,mp-775959,La7(CuO7)2,intercalation,C2/m,3.535790704999976,10.046787908750805,68.44759797556496,35.52333930286724,242.01638070157784,0.037490729687498,0.027074623826530697,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.15945485182893,0.0,0.0,0.0,0.0,0.0,21.579727425914466,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.165636407404134,0.0,3.082818203702067,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.06340528665108,0.0,0.0,0.0,0.0,0.0,21.53170264332554,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.151915040950155,0.0,4.6139362807126165,0.0,0.0,0.0
mp-300772208,mp-772208,mp-752854,Co3SbO8,intercalation,P-1,3.574618570000002,179.72382569161445,854.7168201475553,642.4441247886888,3055.2866173908033,0.08943632822916657,0.08436409800000089,21.19298256698882,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.51462017863686,0.0,0.0,0.0,0.0,0.0,0.0,7.064327522329608,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.205002867653345,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.21334098040892,0.0,0.0,0.0,0.0,0.0,0.0,6.401667622551115,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.205002867653345,0.0,0.0,0.0
mp-300769845,mp-754290,mp-756496,La4MnO8,intercalation,Cmmm,3.5120285199999954,35.95120276430705,234.54552359319416,126.26164943654899,823.7305680976295,0.08367802882211706,0.03605050571428592,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.4102634838301595,0.0,0.0,43.282107870641276,0.0,0.0,0.0,0.0,0.0,21.641053935320638,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.27010507693638,0.0,0.0,42.16084061549104,0.0,0.0,0.0,0.0,0.0,21.08042030774552,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.27010507693638,0.0,0.0,0.0
mp-300767990,mp-763558,mp-763508,V(CO3)2,intercalation,C2/c,3.592129025,150.65450901364525,426.4407903992756,541.1704345750392,1531.8303406371786,0.07370129833333118,0.05303436289473496,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.870202706480653,0.0,0.0,0.0,0.0,0.0,0.0,17.740405412961305,0.0,0.0,0.0,0.0,0.0,0.0,53.22121623888391,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.34422911397813,0.0,0.0,0.0,0.0,0.0,0.0,18.68845822795626,0.0,0.0,0.0,0.0,0.0,0.0,56.06537468386878,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.672114556989065,0.0,0.0,0.0
mp-300026795,mp-26795,mp-26796,Cu5P3O13,intercalation,P-1,3.5835332249999903,42.84230659434893,174.5581798489064,153.5268291164856,625.5350371840799,0.007494385178569374,0.04072392272727221,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.04677756928186,0.0,0.0,0.0,0.0,52.20270280022139,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.077962615469765,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.771622189411843,0.0,0.0,0.0,0.0,51.01036282078465,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.619370315686403,0.0,3.923874063137281,0.0,0.0,0.0
mp-300775102,mp-775102,mp-757363,Fe3Co(PO4)6,intercalation,R3,3.549294940000004,31.72210910607285,91.78041917458,112.59112133631244,325.7557773674161,0.060561833593750336,0.0711934389634159,2.193178047072121,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.159068282432726,0.0,0.0,6.579534141216363,0.0,52.6362731297309,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.159068282432726,0.0,0.0,0.0,2.062254037703316,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.373524226219896,0.0,0.0,6.186762113109948,0.0,49.494096904879584,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.435778263923211,0.0,0.0,0.0
mp-300769553,mp-769553,mp-778996,Co2Ni3O10,intercalation,P2/m,3.5100337499999985,54.84850963226783,264.06769867794327,192.52011994646008,926.8865346444107,0.021976114522644245,0.01182588981395405,11.71296421682571,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.56482108412855,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.569446325238566,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.42592843365142,0.0,0.0,0.0,11.866903261571494,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.33451630785747,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.80035489235724,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.667258153928735,0.0,0.0,0.0
mp-300771085,mp-754464,mp-755484,Co4NiO8,intercalation,C2/m,3.512559246666666,181.3998116561356,979.6469366889693,637.1775857763506,3441.0679059355125,0.08277007884615628,0.06455007510416699,30.096821519710698,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.193643039421396,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.5242053799276745,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.349482440513995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.69896488102799,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.337370610128499,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.012111830385496,0.0,0.0,0.0
mp-300026695,mp-25449,mp-753519,CuPO4,intercalation,Pmnb,3.5919867362500013,310.9232196564648,1033.8310211009243,1116.832080998167,3713.507315318315,0.0,0.05064578392857122,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.337176301767599,0.0,0.0,0.0,0.0,49.348705207070395,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.337176301767599,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.830769881994096,0.0,0.0,0.0,0.0,55.32307952797638,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.830769881994096,0.0,13.830769881994096,0.0,0.0,0.0
mp-300765791,mp-752838,mp-760115,V3(OF)4,intercalation,Pm,3.5684153850000024,174.77458247207505,598.1502886038338,623.6683090003044,2134.4486923961126,0.10715860886363693,0.07232414081196747,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.57678613605402,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.769048181405363,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.769048181405363,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.16014732097085,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.880196427961135,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.880196427961135,0.0,0.0,0.0,0.0,0.0,13.440098213980567,0.0,0.0,0.0
mp-300764350,mp-761161,mp-556229,MnF5,intercalation,P-1,3.5101536500000003,156.96047961260382,453.6010020121617,550.9554004179319,1592.2092128566476,0.0,0.0481506522222217,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.128474359556032,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.64237179778016,0.0,0.0,0.0,0.0,0.0,22.256948719112064,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.192157611815912,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.960788059079555,0.0,0.0,0.0,0.0,0.0,30.576472835447735,0.0,0.0,0.0
mp-300540421,mp-540421,mp-26379,MnP2O7,intercalation,P-1,3.589631434999996,110.40167410874987,318.69713333158256,396.3013198573937,1144.0052480514335,0.02096879863636492,0.032301613020833564,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.227879665417092,0.0,7.613939832708546,0.0,0.0,53.29757882895982,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.613939832708546,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.337869857678099,0.0,7.168934928839049,0.0,0.0,50.182544501873345,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.337869857678099,0.0,0.0,0.0
